Processo;Cidade;Estado;Tipo;Metragem;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0010111-25.2019.8.13.0427;Montalvânia;MG;Botijões de Gás;0,00 m²;Avenida Paganini, n° 520, Montalvânia/MG CEP: 39495-000;R$ 75.590,00;80%;15/05/2026;10/06/2026;R$ 60.472,00;R$ 1.814,16;R$ 3.023,60;R$ 3.023,60;R$ 3.023,60;R$ 71.356,96;423304,00%;85;VERDE;
5000855-18.2024.4.04.7108;Novo Hamburgo;RS;Bens móveis;0,00 m²;Não informado;R$ 75.365,89;50%;05/10/2026;19/10/2026;R$ 37.682,95;R$ 1.130,49;R$ 1.884,15;R$ 1.884,15;R$ 1.884,15;R$ 44.465,88;3090001,49%;65;AMARELO;
5008401-39.2023.8.13.0686;Itaobim;MG;Máquinas Industriais;0,00 m²;Avenida Santo Antônio, 214, Santo Antônio;R$ 75.000,00;100%;16/04/2026;13/05/2026;R$ 75.000,00;R$ 2.250,00;R$ 3.750,00;R$ 3.750,00;R$ 3.750,00;R$ 88.500,00;-1350000,00%;70;AMARELO;
0000051-47.2013.8.16.0159;São Miguel do Iguaçu;PR;Lote Urbano;350,00 m²;LOTE URBANO nº 21, Quadra nº 01, da Planta do perímetro urbano da Vila Ipiranga (Recanto do Lago);R$ 73.652,50;60%;25/05/2026;15/06/2026;R$ 44.191,50;R$ 1.325,75;R$ 2.209,58;R$ 2.209,58;R$ 2.209,58;R$ 52.145,97;2150653,00%;45;VERMELHO;
0001848-23.2008.8.15.0301;Pombal;PB;Veículo;0,00 m²;Rua João Simões dos Santos Neto, nº 143, Maternidade, Patos-PB;R$ 70.000,00;50%;19/05/2026;19/05/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;2870000,00%;30;VERMELHO;
0001848-23.2008.8.15.0301;Pombal;PB;Caminhonete;0,00 m²;3ª Superintendência Regional de Polícia Civil – Rua João Simões dos Santos Neto, nº 143, Maternidade, Patos-PB;R$ 70.000,00;50%;19/05/2026;19/05/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;2870000,00%;75;AMARELO;
0001848-23.2008.8.15.0301;Pombal;PB;Veículo;0,00 m²;Rua João Simões dos Santos Neto, nº 143, Maternidade, Patos-PB;R$ 70.000,00;50%;19/05/2026;19/05/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;2870000,00%;40;VERMELHO;
0001848-23.2008.8.15.0301;Patos;PB;Veículo;0,00 m²;pátio da 3ª Superintendência de Polícia Civil, Rua João Simões dos Santos Neto, nº 143, Maternidade, Patos-PB;R$ 70.000,00;50%;19/05/2026;19/05/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;2870000,00%;55;VERMELHO;
0001683-31.2025.8.16.0081;Cruzmaltina;PR;Terreno;225,50 m²;Rua Antonio Novais, s/n, Loteamento Residencial Santa Rita, Lote n° 11, Quadra n° 06, Cruzmaltina/PR;R$ 70.000,00;60%;03/06/2026;02/07/2026;R$ 42.000,00;R$ 1.260,00;R$ 2.100,00;R$ 2.100,00;R$ 2.100,00;R$ 49.560,00;2044000,00%;90;VERDE;
0718420-77.2023.8.07.0020;Brasília;DF;Terreno;0,00 m²;Colônia Agrícola 26 de Setembro Via Park, Chácara 121 Lote 24-A, Condomínio Morada Dos Pássaros Brasília-DF, Cep 72127-991;R$ 67.400,00;70%;04/05/2026;07/05/2026;R$ 47.180,00;R$ 1.415,40;R$ 2.359,00;R$ 2.359,00;R$ 2.359,00;R$ 55.672,40;1172760,00%;50;VERMELHO;
0000954-54.2024.8.16.0173;Umuarama;PR;Terreno;343,75 m²;Rua Antônio Fernandes Lopes, s/n, Parque Irani, Umuarama/PR;R$ 65.000,00;60%;11/06/2026;25/06/2026;R$ 39.000,00;R$ 1.170,00;R$ 1.950,00;R$ 1.950,00;R$ 1.950,00;R$ 46.020,00;1898000,00%;55;VERMELHO;
0407157-33.2008.8.13.0133;Espera Feliz;MG;Terreno;102,30 m²;Lote de terreno urbano de nº 05, com acesso por uma servidão pública que tem início na Av. João Vieira da Costa, em Espera Feliz/MG;R$ 64.318,88;50%;17/04/2026;17/06/2026;R$ 32.159,44;R$ 964,78;R$ 1.607,97;R$ 1.607,97;R$ 1.607,97;R$ 37.948,14;2637074,08%;85;VERDE;
0010340-62.2024.5.03.0160;Campo Belo;MG;Móveis e equipamentos;0,00 m²;Rodovia Br 369, S/N, complemento KM 59;R$ 64.100,00;50%;28/05/2026;28/05/2026;R$ 32.050,00;R$ 961,50;R$ 1.602,50;R$ 1.602,50;R$ 1.602,50;R$ 37.819,00;2628100,00%;80;VERDE;
5003376-15.2020.8.13.0342;ITUIUTABA;MG;Semoventes;0,00 m²;Fazenda Lageadinho, Região dos Patos, Gurinhatã/MG;R$ 63.500,00;50%;11/06/2026;27/08/2026;R$ 31.750,00;R$ 952,50;R$ 1.587,50;R$ 1.587,50;R$ 1.587,50;R$ 37.465,00;2603500,00%;85;VERDE;
0001371-48.2000.8.26.0309;Itupeva;SP;Chácara;68,43 m²;Rua Juliana Naressi Martins, n° 220, lote 4 da quadra 41, Parque dos Cafezais II, Itupeva/SP;R$ 62.558,00;50%;11/05/2026;02/06/2026;R$ 31.279,00;R$ 938,37;R$ 1.563,95;R$ 1.563,95;R$ 1.563,95;R$ 36.909,22;2564878,00%;60;AMARELO;
0093300-46.2007.5.02.0242;São Paulo;SP;Vaga de Garagem;9,90 m²;Rua PIO XI, nº 2.179, Vaga descoberta nº 2, andar térreo comum aos edifícios JATOBÁ e MANACÁ, no 14º subdistrito, Lapa.;R$ 62.000,00;60%;16/07/2026;16/07/2026;R$ 37.200,00;R$ 1.116,00;R$ 1.860,00;R$ 1.860,00;R$ 1.860,00;R$ 43.896,00;1810400,00%;40;VERMELHO;
0804627-63.2020.8.15.0731;Cabedelo;PB;Sala Comercial;10,89 m²;AV. MAR DA IRLANDA, Nº 34, INTERMARES, CABEDELO-PB;R$ 60.000,00;60%;10/06/2026;11/06/2026;R$ 36.000,00;R$ 1.080,00;R$ 1.800,00;R$ 1.800,00;R$ 1.800,00;R$ 42.480,00;1752000,00%;80;VERDE;
0804627-63.2020.8.15.0731;Cabedelo;PB;SALA COMERCIAL;10,89 m²;AV. MAR DA IRLANDA, Nº 34, INTERMARES, CABEDELO-PB;R$ 60.000,00;60%;10/06/2026;11/06/2026;R$ 36.000,00;R$ 1.080,00;R$ 1.800,00;R$ 1.800,00;R$ 1.800,00;R$ 42.480,00;1752000,00%;90;VERDE;
0804627-63.2020.8.15.0731;Cabedelo;PB;Sala Comercial;10,89 m²;AV. MAR DA IRLANDA, Nº 34, INTERMARES, CABEDELO-PB;R$ 60.000,00;60%;10/06/2026;11/06/2025;R$ 36.000,00;R$ 1.080,00;R$ 1.800,00;R$ 1.800,00;R$ 1.800,00;R$ 42.480,00;1752000,00%;90;VERDE;
0034458-91.2025.8.16.0019;Ponta Grossa;PR;Veículo;0,00 m²;Pátio da Polícia Civil de Campina Grande do Sul;R$ 60.000,00;50%;04/05/2026;05/05/2026;R$ 30.000,00;R$ 900,00;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 35.400,00;2460000,00%;75;AMARELO;
0000966-09.2024.5.17.0006;Vitória;ES;Vagas de garagem;0,00 m²;Al. Mary Ubirajara, nº 135, Vitória;R$ 60.000,00;50%;02/07/2026;20/07/2026;R$ 30.000,00;R$ 900,00;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 35.400,00;2460000,00%;90;VERDE;
0011533-24.2019.5.18.0014;Goiânia;GO;Veículo;0,00 m²;Avenida Bandeirantes, nº 1961, Jardim Petrópolis;R$ 60.000,00;50%;15/05/2026;29/05/2026;R$ 30.000,00;R$ 900,00;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 35.400,00;2460000,00%;35;VERMELHO;
0001019-54.2018.8.26.0505;Ribeirão Pires;SP;Veículo;0,00 m²;Rua Manoel Mendes 184, Ribeirão Pires/SP, CEP.09441-030;R$ 59.918,00;60%;27/04/2026;21/05/2026;R$ 35.950,80;R$ 1.078,52;R$ 1.797,54;R$ 1.797,54;R$ 1.797,54;R$ 42.421,94;1749605,60%;80;VERDE;
0000053-80.2024.5.12.0001;Florianópolis;SC;Vaga de Garagem;12,00 m²;Avenida Tom Traugott Wildi, 793, Residencial América do Sol, Praia Brava;R$ 58.882,65;53%;15/05/2026;15/05/2026;R$ 31.207,80;R$ 936,23;R$ 1.560,39;R$ 1.560,39;R$ 1.560,39;R$ 36.825,21;2205744,07%;30;VERMELHO;
0007298-62.2001.8.13.0554;Rio Novo;MG;Casa e Terreno;249,70 m²;Rua D Dr Cândido de Oliveira Ribeiro, Casa 3, Bairro Cerâmica, Rio Novo MG;R$ 55.000,00;50%;29/05/2026;29/05/2026;R$ 27.500,00;R$ 825,00;R$ 1.375,00;R$ 1.375,00;R$ 1.375,00;R$ 32.450,00;2255000,00%;85;VERDE;
5103298-08.2023.8.13.0024;BELO HORIZONTE;MG;Veículo;0,00 m²;Rua da Bahia, 1345, apto. 907, Lourdes, Belo Horizonte/MG;R$ 52.985,00;50%;13/04/2026;24/06/2026;R$ 26.492,50;R$ 794,78;R$ 1.324,63;R$ 1.324,63;R$ 1.324,63;R$ 31.261,15;2172385,00%;85;VERDE;
5002597-34.2023.8.13.0349;Jacutinga;MG;Bens Móveis (Armas de Fogo e Máquina Lançadora de Pratos);0,00 m²;Rua Silviano Brandão, 246, Centro, Jacutinga/MG;R$ 52.700,00;50%;05/05/2026;05/05/2026;R$ 26.350,00;R$ 790,50;R$ 1.317,50;R$ 1.317,50;R$ 1.317,50;R$ 31.093,00;2160700,00%;50;VERMELHO;
0001872-16.2025.8.16.0014;Londrina;PR;Bens Móveis;0,00 m²;N/D;R$ 52.000,00;50%;04/05/2026;18/05/2026;R$ 26.000,00;R$ 780,00;R$ 1.300,00;R$ 1.300,00;R$ 1.300,00;R$ 30.680,00;2132000,00%;55;VERMELHO;
0001192-57.2023.5.23.0046;Carlinda;MT;Terreno;171,00 m²;Lote 11B-4, Quadra 01, Setor (A) Chácara Renascer, Carlinda -MT;R$ 50.022,00;60%;28/05/2026;11/06/2026;R$ 30.013,20;R$ 900,40;R$ 1.500,66;R$ 1.500,66;R$ 1.500,66;R$ 35.415,58;1460642,40%;60;AMARELO;
0000465-55.2026.5.10.0111;Brasília;DF;Cotas Sociais;0,00 m²;Junta Comercial, Industrial e Serviços do Distrito Federal, Brasília;R$ 50.000,00;50%;22/05/2026;04/06/2026;R$ 25.000,00;R$ 750,00;R$ 1.250,00;R$ 1.250,00;R$ 1.250,00;R$ 29.500,00;2050000,00%;90;VERDE;
0001301-27.2024.8.26.0394;Nova Odessa;SP;Máquina Industrial;0,00 m²;Máquina Rebobinadeira marca Ajasako, número 653166, com ano estimado de 2015. Não foi apreendido e encontra-se na posse do Executado.;R$ 50.000,00;60%;02/06/2026;25/06/2026;R$ 30.000,00;R$ 900,00;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 35.400,00;1460000,00%;30;VERMELHO;
1001596-37.2025.5.02.0004;São Paulo;SP;Veículo;0,00 m²;Rua Tobias Monteiro, nº 165, Parque Jabaquara, São Paulo/SP;R$ 50.000,00;30%;04/08/2026;04/08/2026;R$ 15.000,00;R$ 450,00;R$ 750,00;R$ 750,00;R$ 750,00;R$ 17.700,00;3230000,00%;70;AMARELO;
0064280-19.2020.8.16.0014;Londrina;PR;Terreno;127,70 m²;Entre as ruas Helena Cortez Giarola e Café Bourbon (+- n. 948), Bairro Jardim Everest, Londrina, PR;R$ 50.000,00;50%;01/05/2026;06/05/2026;R$ 25.000,00;R$ 750,00;R$ 1.250,00;R$ 1.250,00;R$ 1.250,00;R$ 29.500,00;2050000,00%;25;VERMELHO;
0819571-36.2019.8.20.5106;Tibau;RN;Lote;0,00 m²;lote 65, quadra 05 do Condomínio Villa Real FAZENDA RESORT, Comunidade de Gangorra, Tibau/RN;R$ 50.000,00;50%;20/05/2026;20/05/2026;R$ 25.000,00;R$ 750,00;R$ 1.250,00;R$ 1.250,00;R$ 1.250,00;R$ 29.500,00;2050000,00%;95;VERDE;
0000150-77.2025.5.23.0021;Rondonópolis;MT;Veículo;0,00 m²;RUA NATIVO ALVES BASTOS, 226/135, VILA IPIRANGA;R$ 50.000,00;70%;28/05/2026;11/06/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;870000,00%;95;VERDE;
1000898-37.2019.5.02.0361;Mauá;SP;Veículo;0,00 m²;Estrada Guaraciaba, 595, Vila Carlina, Mauá/SP – CEP: 09370-840;R$ 50.000,00;90%;16/07/2026;16/07/2026;R$ 45.000,00;R$ 1.350,00;R$ 2.250,00;R$ 2.250,00;R$ 2.250,00;R$ 53.100,00;-310000,00%;88;VERDE;
0000830-22.1999.8.07.0004;Luziânia;GO;Terreno;240,00 m²;Lote 5, Quadra 17, Luzília Parque, Luziânia/GO;R$ 50.000,00;70%;04/05/2026;07/05/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;870000,00%;60;AMARELO;
1001623-25.2023.5.02.0025;Guarulhos;SP;Vaga de garagem;19,80 m²;Rua Campinas, 613 (antigo n. 665) - vaga dupla de garagem 03/03-A - Condomínio Villaggio D’Oro - Vila Rosália - Guarulhos/SP;R$ 50.000,00;80%;16/07/2026;16/07/2026;R$ 40.000,00;R$ 1.200,00;R$ 2.000,00;R$ 2.000,00;R$ 2.000,00;R$ 47.200,00;280000,00%;65;AMARELO;
0000257-90.2017.5.13.0018;PILÕES;PB;Benfeitoria (estrutura);800,00 m²;FAZENDA ENGENHO PINTURA DE CIMA, S/N, ZONA RURAL;R$ 50.000,00;50%;13/04/2026;;R$ 25.000,00;R$ 750,00;R$ 1.250,00;R$ 1.250,00;R$ 1.250,00;R$ 29.500,00;2050000,00%;40;VERMELHO;
0001888-58.2014.8.13.0395;Manhumirim;MG;Garagem;107,46 m²;Rua Sete de Setembro, nº 293, Centro, Manhumirim/MG;R$ 50.000,00;50%;25/05/2026;08/06/2026;R$ 25.000,00;R$ 750,00;R$ 1.250,00;R$ 1.250,00;R$ 1.250,00;R$ 29.500,00;2050000,00%;35;VERMELHO;
0000210-03.2020.5.06.0311;TORITAMA;PE;Máquina/Equipamento;0,00 m²;Rua Joaquim Tabosa, 199, Centro, Lavato Lavanderia;R$ 48.000,00;50%;15/04/2026;15/09/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;1968000,00%;90;VERDE;
5005214-67.2020.8.13.0479;São Roque de Minas;MG;Terreno;53.167,00 m²;Fazenda Samburá, lugar denominado Capão dos Bastos (ou Fazenda Santa Rita);R$ 47.880,00;50%;15/06/2026;15/06/2026;R$ 23.940,00;R$ 718,20;R$ 1.197,00;R$ 1.197,00;R$ 1.197,00;R$ 28.249,20;1963080,00%;55;VERMELHO;
5003314-98.2019.8.13.0183;Conselheiro Lafaiete;MG;Veículo;0,00 m²;Rua Sandoval Azevedo, nº 147, Fonte Grande, Conselheiro Lafaiete/MG, CEP: 36.400-000;R$ 46.595,00;50%;15/04/2026;19/05/2026;R$ 23.297,50;R$ 698,93;R$ 1.164,88;R$ 1.164,88;R$ 1.164,88;R$ 27.491,05;1910395,00%;85;VERDE;
0016215-81.2018.8.13.0778;Arinos;MG;Imóvel Rural com Casa;33.000,00 m²;Fazenda Ipoeira, Arinos, MG;R$ 45.411,82;50%;25/05/2026;23/11/2026;R$ 22.705,91;R$ 681,18;R$ 1.135,30;R$ 1.135,30;R$ 1.135,30;R$ 26.792,97;1861884,62%;55;VERMELHO;
0002628-38.2016.8.25.0063;Propriá;SE;IMÓVEL;0,00 m²;RUA BELA VISTA, N. 121, BAIRRO AMÉRICA, EM PROPRIÁ/SE;R$ 45.000,00;50%;07/05/2026;21/05/2026;R$ 22.500,00;R$ 675,00;R$ 1.125,00;R$ 1.125,00;R$ 1.125,00;R$ 26.550,00;1845000,00%;30;VERMELHO;
0001250-80.2025.5.17.0006;Vitória;ES;Veículo;0,00 m²;pátio do leiloeiro Sr. Sued Peter Bastos Dyna, Vila Velha/ES;R$ 43.300,00;50%;02/06/2026;22/06/2026;R$ 21.650,00;R$ 649,50;R$ 1.082,50;R$ 1.082,50;R$ 1.082,50;R$ 25.547,00;1775300,00%;60;AMARELO;
5002310-66.2022.8.13.0556;Rio Pardo de Minas;MG;Veículo;0,00 m²;Fazenda Alazão, 00, Zona Rural, Rio Pardo de Minas/MG;R$ 43.000,00;50%;06/05/2026;24/06/2026;R$ 21.500,00;R$ 645,00;R$ 1.075,00;R$ 1.075,00;R$ 1.075,00;R$ 25.370,00;1763000,00%;25;VERMELHO;
1000013-08.2024.5.02.0471;São Caetano do Sul;SP;Bens móveis;0,00 m²;Rua Municipal, 161, Fundação - São Caetano do Sul/SP;R$ 42.000,00;20%;04/08/2026;04/08/2026;R$ 8.400,00;R$ 252,00;R$ 420,00;R$ 420,00;R$ 420,00;R$ 9.912,00;3208800,00%;85;VERDE;
1000721-95.2023.5.02.0373;Mogi das Cruzes;SP;Bens Móveis;0,00 m²;Avenida Prefeito Carlos Ferreira Lopes, 703, Sala 705, Vila Mogilar;R$ 41.860,00;20%;16/07/2026;16/07/2026;R$ 8.372,00;R$ 251,16;R$ 418,60;R$ 418,60;R$ 418,60;R$ 9.878,96;3198104,00%;75;AMARELO;
0055700-10.2008.5.23.0003;Cuiabá;MT;Cotas de capital;0,00 m²;N/D;R$ 41.000,00;80%;18/05/2026;11/06/2026;R$ 32.800,00;R$ 984,00;R$ 1.640,00;R$ 1.640,00;R$ 1.640,00;R$ 38.704,00;229600,00%;90;VERDE;
5005767-48.2016.8.13.0223;Divinópolis;MG;Terreno;300,00 m²;Rua Januária, s/n, Bairro São Bento, Divinópolis/MG;R$ 40.473,68;60%;27/04/2026;23/11/2026;R$ 24.284,21;R$ 728,53;R$ 1.214,21;R$ 1.214,21;R$ 1.214,21;R$ 28.655,37;1181831,46%;80;VERDE;
5005767-48.2016.8.13.0223;Divinópolis;MG;Lote de terreno;300,00 m²;Rua Januária, s/n, Bairro São Bento;R$ 40.473,68;60%;27/04/2026;23/11/2026;R$ 24.284,21;R$ 728,53;R$ 1.214,21;R$ 1.214,21;R$ 1.214,21;R$ 28.655,37;1181831,46%;75;AMARELO;
0034091-32.2023.8.16.0021;Cascavel;PR;Caminhão;0,00 m²;Avenida Brasília, 960 - CENTRO - SANTA TEREZA DO OESTE /PR;R$ 40.226,04;50%;17/04/2026;19/05/2026;R$ 20.113,02;R$ 603,39;R$ 1.005,65;R$ 1.005,65;R$ 1.005,65;R$ 23.733,36;1649267,64%;90;VERDE;
0007172-67.2013.8.07.0001;Brasília;DF;Veículo;0,00 m²;N/D;R$ 40.000,00;50%;04/05/2026;07/05/2026;R$ 20.000,00;R$ 600,00;R$ 1.000,00;R$ 1.000,00;R$ 1.000,00;R$ 23.600,00;1640000,00%;60;AMARELO;
0005500-86.2006.5.02.0315;São Bernardo do Campo;SP;Casa;0,00 m²;Rua Guadalajara, 367, Jardim das Palmeiras, Assunção, São Bernardo do Campo/SP;R$ 40.000,00;40%;16/07/2026;16/07/2026;R$ 16.000,00;R$ 480,00;R$ 800,00;R$ 800,00;R$ 800,00;R$ 18.880,00;2112000,00%;25;VERMELHO;
0000329-64.2021.8.16.0063;Carlópolis;PR;Veículo;0,00 m²;Sitio São José, SN Zona Rural - Graciana - e/ou R JOSE SALLES, 209 CARLÓPOLIS/PR - CEP: 86.420-000;R$ 40.000,00;60%;10/06/2026;17/06/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;1168000,00%;50;VERMELHO;
0000029-73.2014.5.02.0262;Peruíbe;SP;Terreno;360,00 m²;Rua 27, Lote 20, Quadra 26, Jardim San Francisco, Peruíbe/SP;R$ 40.000,00;60%;16/07/2026;16/07/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;1168000,00%;90;VERDE;
0088131-86.2016.8.13.0313;Ipatinga;MG;Máquina Industrial;0,00 m²;R.Jaci , 75. Bairro Iguaçu - Ipatinga/MG;R$ 40.000,00;60%;14/05/2026;14/05/2026;R$ 24.000,00;R$ 720,00;R$ 1.200,00;R$ 1.200,00;R$ 1.200,00;R$ 28.320,00;1168000,00%;85;VERDE;
0002323-84.2011.8.16.0126;Palotina;PR;Bem Móvel;0,00 m²;AVENIDA INDEPENDENCIA, 658 - PALOTINA/PR;R$ 39.500,00;50%;04/05/2026;05/05/2026;R$ 19.750,00;R$ 592,50;R$ 987,50;R$ 987,50;R$ 987,50;R$ 23.305,00;1619500,00%;90;VERDE;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;90;VERDE;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;75;AMARELO;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;90;VERDE;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;80;VERDE;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;85;VERDE;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;Não aplicável;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;90;VERDE;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;75;AMARELO;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;90;VERDE;
0001115-61.2019.5.17.0141;Colatina;ES;Veículo;0,00 m²;N/D;R$ 39.000,00;50%;02/06/2026;24/06/2026;R$ 19.500,00;R$ 585,00;R$ 975,00;R$ 975,00;R$ 975,00;R$ 23.010,00;1599000,00%;65;AMARELO;
0002018-69.2022.8.16.0141;Realeza;PR;Móveis;0,00 m²;Travessa 07, N. 428 – Centro;R$ 38.000,00;50%;15/06/2026;09/07/2026;R$ 19.000,00;R$ 570,00;R$ 950,00;R$ 950,00;R$ 950,00;R$ 22.420,00;1558000,00%;80;VERDE;
0049400-09.2008.5.02.0038;Juquitiba;SP;Terreno;0,00 m²;Chácara 10, Setor 34, Estância Belvedere, Juquitiba/SP;R$ 37.800,00;50%;16/07/2026;16/07/2026;R$ 18.900,00;R$ 567,00;R$ 945,00;R$ 945,00;R$ 945,00;R$ 22.302,00;1549800,00%;80;VERDE;
0100433-64.2020.5.01.0064;Rio de Janeiro;RJ;Móveis/Equipamentos;0,00 m²;N/D;R$ 36.000,00;50%;25/05/2026;26/05/2026;R$ 18.000,00;R$ 540,00;R$ 900,00;R$ 900,00;R$ 900,00;R$ 21.240,00;1476000,00%;90;VERDE;
1476011-40.2005.8.13.0433;Francisco Sá;MG;Lote-chácara;2.000,00 m²;Loteamento Bairro Arapuã, Quadra 30, Fazendas Tamanduá ou Pau d¿óleo, Francisco Sá;R$ 36.000,00;75%;05/05/2026;03/06/2026;R$ 27.000,00;R$ 810,00;R$ 1.350,00;R$ 1.350,00;R$ 1.350,00;R$ 31.860,00;414000,00%;55;VERMELHO;
0018984-49.2021.8.26.0114;Avaré;SP;Lote;450,00 m²;"Lote nº 27 da Quadra ""CL"", com frente para a Rua 02, conforme matrícula n.º 13.345 do Registro de Imóveis de Avaré/SP.";R$ 35.198,46;60%;11/05/2026;02/06/2026;R$ 21.119,08;R$ 633,57;R$ 1.055,95;R$ 1.055,95;R$ 1.055,95;R$ 24.920,51;1027795,03%;35;VERMELHO;
0002444-93.2024.8.25.0001;Aracaju;SE;Bem Móvel;0,00 m²;N/D;R$ 35.000,00;50%;06/05/2026;13/05/2026;R$ 17.500,00;R$ 525,00;R$ 875,00;R$ 875,00;R$ 875,00;R$ 20.650,00;1435000,00%;100;VERDE;
5000571-64.2021.8.13.0145;Juiz de Fora;MG;Veículo;0,00 m²;Rua Francisco Rodrigues Silva, nº 85, Santo Antônio, Juiz de Fora/MG;R$ 35.000,00;100%;12/06/2026;12/06/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;-630000,00%;40;VERMELHO;
5002708-70.2020.8.13.0301;IGARAPÉ;MG;Veículo;0,00 m²;Rua Emma Valentina, 647, Estância Paraopeba, São Joaquim de Bicas/ MG;R$ 35.000,00;75%;03/06/2026;26/08/2026;R$ 26.250,00;R$ 787,50;R$ 1.312,50;R$ 1.312,50;R$ 1.312,50;R$ 30.975,00;402500,00%;45;VERMELHO;
1000105-53.2017.8.26.0037;Araraquara;SP;Equipamento;0,00 m²;N/D;R$ 32.500,00;50%;05/05/2026;29/05/2026;R$ 16.250,00;R$ 487,50;R$ 812,50;R$ 812,50;R$ 812,50;R$ 19.175,00;1332500,00%;30;VERMELHO;
1000154-39.2025.5.02.0391;Poá;SP;Veículo;0,00 m²;Rua Chile, nº 120, apartamento nº 01, Jardim América, Poá/SP;R$ 32.000,00;30%;16/07/2026;16/07/2026;R$ 9.600,00;R$ 288,00;R$ 480,00;R$ 480,00;R$ 480,00;R$ 11.328,00;2067200,00%;15;VERMELHO;
1500979-36.2018.8.26.0363;Mogi Mirim;SP;CAMINHONETE;0,00 m²;Rua Ministro Firmino Whitaker, 122 – Centro-Mogi Mirim - SP, 13800-160;R$ 31.980,05;60%;29/05/2026;26/06/2026;R$ 19.188,03;R$ 575,64;R$ 959,40;R$ 959,40;R$ 959,40;R$ 22.641,88;933817,46%;55;VERMELHO;
0000234-98.2024.5.12.0060;LAGES;SC;Veículo;0,00 m²;CAMINHONETE VW/SAVEIRO SUMMER 1.8, ANO/MODELO 2001/2002, PLACAS MFG5540, RENAVAM 00772560528, de cor CINZA;R$ 31.945,00;51%;19/05/2026;19/05/2026;R$ 16.291,95;R$ 488,76;R$ 814,60;R$ 814,60;R$ 814,60;R$ 19.224,50;1272049,90%;75;AMARELO;
